,Latitude,Longitude,Easting,Northing,Zone,Date/Local Standard Time,Week No.,PitID,State,Location,Site,HN (cm) A,HN (cm) B,HN (cm) C,AVG HN (cm),SWE (mm) A,SWE (mm) B,SWE (mm) C,AVG SWE (mm),Melt,Comments,date_t2,geometry,int_sd_delta,unw_sd_delta,Date,"Local 
Time",DEN (kg/m^3) A,DEN (kg/m^3) B,DEN (kg/m^3) C,avg HN (cm),avg SWE (mm),avg DEN (kg/m^3)
113,43.73154,-116.13968,,,,,7,IDBRB1,ID,Boise River Basin,BB_1,37.0,34.0, ,,55.0,55.0, ,,Yes, ,2020-02-19 00:00:00,POINT (-116.13968 43.73154),,,2020-02-19,12:00,149.0,162.0, ,35.5,55.0,155.0
114,43.73154,-116.13968,,,,,8,IDBRB1,ID,Boise River Basin,BB_1,2.0,1.5,2.0,,7.0,4.0,6.5,,No, ,2020-02-25 00:00:00,POINT (-116.13968 43.73154),,,2020-02-25,14:00,350.0,267.0,325.0,1.8,6.0,334.0
115,43.73154,-116.13968,,,,,1,IDBRB1,ID,Boise River Basin,BB_1,10.0,8.0, ,,18.0,13.0, ,,Yes, ,2021-01-12 00:00:00,POINT (-116.13968 43.73154),,,2021-01-12,11:00,180.0,166.0, ,9.0,16.0,178.0
116,43.73154,-116.13968,,,,,2,IDBRB1,ID,Boise River Basin,BB_1,10.0,10.0, ,,22.5,29.0, ,,Yes, ,2021-01-21 00:00:00,POINT (-116.13968 43.73154),,,2021-01-21,11:30,225.0,290.0, ,10.0,26.0,260.0
117,43.73154,-116.13968,,,,,4,IDBRB1,ID,Boise River Basin,BB_1,8.5,8.5, ,,12.0,12.0, ,,Yes, ,2021-02-03 00:00:00,POINT (-116.13968 43.73154),,,2021-02-03,13:00,142.0,142.0, ,8.5,12.0,142.0
118,43.73154,-116.13968,,,,,5,IDBRB1,ID,Boise River Basin,BB_1,17.5,16.5,18.5,,19.0,17.0,18.5,,Yes, ,2021-02-12 00:00:00,POINT (-116.13968 43.73154),,,2021-02-12,16:00,109.0,103.0,100.0,17.5,18.0,103.0
119,43.73154,-116.13968,,,,,6,IDBRB1,ID,Boise River Basin,BB_1,20.0,17.0, ,,30.0,29.0, ,,Yes, ,2021-02-19 00:00:00,POINT (-116.13968 43.73154),,,2021-02-19,12:00,150.0,186.0, ,18.5,30.0,163.0
120,43.73154,-116.13968,,,,,7,IDBRB1,ID,Boise River Basin,BB_1,2.0,1.5,2.0,,7.0,4.0,6.5,,No, ,2021-02-25 00:00:00,POINT (-116.13968 43.73154),,,2021-02-25,14:00,350.0,267.0,325.0,1.8,6.0,334.0
121,43.73154,-116.13968,,,,,11,IDBRB1,ID,Boise River Basin,BB_1,10.0,8.0,8.0,,15.0,12.0,12.0,,Yes, ,2021-03-23 00:00:00,POINT (-116.13968 43.73154),,,2021-03-23,11:00,150.0,150.0,150.0,8.7,13.0,150.0
122,43.73302,-116.1227,,,,,0,IDBRB2,ID,Boise River Basin,BB_2,40.0,40.0, ,,149.0,151.0, ,,No, ,2021-01-05 00:00:00,POINT (-116.1227 43.73302),,,2021-01-05,13:32,373.0,378.0, ,40.0,150.0,375.0
123,43.73302,-116.1227,,,,,2,IDBRB2,ID,Boise River Basin,BB_2,8.0,7.5,8.0,,18.5,17.0,17.5,,No, ,2021-01-21 00:00:00,POINT (-116.1227 43.73302),,,2021-01-21,11:25,232.0,227.0,219.0,7.8,18.0,231.0
124,43.73302,-116.1227,,,,,4,IDBRB2,ID,Boise River Basin,BB_2,13.8,14.0,14.0,,19.5,20.5,20.0,,No, ,2021-02-03 00:00:00,POINT (-116.1227 43.73302),,,2021-02-03,13:45,142.0,147.0,143.0,13.9,20.0,144.0
125,43.73302,-116.1227,,,,,5,IDBRB2,ID,Boise River Basin,BB_2,20.5,19.0,19.5,,24.0,24.0,24.5,,Yes, ,2021-02-12 00:00:00,POINT (-116.1227 43.73302),,,2021-02-12,13:30,118.0,127.0,126.0,19.7,24.0,122.0
126,43.73302,-116.1227,,,,,6,IDBRB2,ID,Boise River Basin,BB_2,41.0,40.0, ,,68.0,70.0, ,,Yes, ,2021-02-19 00:00:00,POINT (-116.1227 43.73302),,,2021-02-19,14:30,166.0,175.0, ,40.5,69.0,171.0
127,43.73302,-116.1227,,,,,7,IDBRB2,ID,Boise River Basin,BB_2,4.5,4.0,4.5,,12.0,12.0,13.0,,Yes, ,2021-02-25 00:00:00,POINT (-116.1227 43.73302),,,2021-02-25,14:00,267.0,300.0,289.0,4.3,12.0,280.0
128,43.73302,-116.1227,,,,,11,IDBRB2,ID,Boise River Basin,BB_2,8.0,8.0, ,,14.0,14.0, ,,Yes, ,2021-03-23 00:00:00,POINT (-116.1227 43.73302),,,2021-03-23,12:20,165.0,165.0, ,8.0,14.0,175.0
129,43.73636,-116.1209,,,,,1,IDBRB3,ID,Boise River Basin,BB_3, , , ,, , , ,,No,Placed interval board. Time taken from snow pit time. 'No' selected by default. ,2021-01-15 00:00:00,POINT (-116.1209 43.73636),,,2021-01-15,14:57, , , , , , 
130,43.73636,-116.1209,,,,,2,IDBRB3,ID,Boise River Basin,BB_3, , , ,, , , ,,No,Time taken from snow pit time. 'No' selected by default. No notes as to why no measurements were taken. Perhaps all 0's? Should confirm with observers. ,2021-01-21 00:00:00,POINT (-116.1209 43.73636),0.01749928668141365,0.020420463755726814,2021-01-21,11:24, , , , , , 
131,43.73636,-116.1209,,,,,3,IDBRB3,ID,Boise River Basin,BB_3,1.0, , ,, , , ,,No,Time taken from snow pit time. 'No' selected by default. ,2021-01-26 00:00:00,POINT (-116.1209 43.73636),-0.011001492850482464,-0.04125155881047249,2021-01-26,13:35, , , ,1.0, , 
132,43.73636,-116.1209,,,,,5,IDBRB3,ID,Boise River Basin,BB_3, , , ,, , , ,,No,Time taken from snow pit time. 'No' selected by default. Didn't have time to clear last week (2/4). ,2021-02-09 00:00:00,POINT (-116.1209 43.73636),,,2021-02-09,13:00, , , , , , 
133,43.73636,-116.1209,,,,,6,IDBRB3,ID,Boise River Basin,BB_3,12.0,12.0,12.0,,30.0,27.0,25.0,,No,"Time taken from snow pit time. Ask observers about note: ""true depth 45, 58, 51"". Snow bomb hit board. ",2021-02-16 00:00:00,POINT (-116.1209 43.73636),,,2021-02-16,14:05,250.0,225.0,209.0,12.0,27.0,225.0
134,43.73636,-116.1209,,,,,7,IDBRB3,ID,Boise River Basin,BB_3,12.0,13.0,11.0,,25.0,26.0,24.0,,No,Time taken from snow pit time. ,2021-02-23 00:00:00,POINT (-116.1209 43.73636),,,2021-02-23,12:45,208.0,200.0,218.0,12.0,25.0,209.0
135,43.73636,-116.1209,,,,,8,IDBRB3,ID,Boise River Basin,BB_3,9.5,10.0,10.5,,15.0,15.0,15.0,,Yes,Time taken from snow pit time. ,2021-03-02 00:00:00,POINT (-116.1209 43.73636),,,2021-03-02,13:35,158.0,150.0,143.0,10.0,15.0,150.0
136,43.73636,-116.1209,,,,,9,IDBRB3,ID,Boise River Basin,BB_3,1.0,1.0,1.0,,2.0,2.0,3.0,,Yes,Time taken from snow pit time. ,2021-03-09 00:00:00,POINT (-116.1209 43.73636),-0.11264020204544067,-0.09735345095396042,2021-03-09,12:00,200.0,200.0,300.0,1.0,2.0,200.0
137,43.73636,-116.1209,,,,,10,IDBRB3,ID,Boise River Basin,BB_3, , , ,, , , ,,No,Time taken from snow pit time. 'No' selected by default. Ask observers why no measurements/notes? Perhaps discard? ,2021-03-16 00:00:00,POINT (-116.1209 43.73636),-0.07169629633426666,-0.0675041452050209,2021-03-16,13:30, , , , , , 
138,43.73636,-116.1209,,,,,11,IDBRB3,ID,Boise River Basin,BB_3,6.0,6.0,5.5,,7.0,8.0,8.0,,No,Time taken from snow pit time. ,2021-03-23 00:00:00,POINT (-116.1209 43.73636),0.0027004152070730925,0.0135918278247118,2021-03-23,14:15,117.0,133.0,145.0,5.8,8.0,138.0
139,43.73747,-116.12167,,,,,1,IDBRB4,ID,Boise River Basin,BB_4, , , ,, , , ,,No,Placed the board today. ,2021-01-15 00:00:00,POINT (-116.12167 43.73747),,,2021-01-15,13:35, , , , , , 
140,43.73747,-116.12167,,,,,2,IDBRB4,ID,Boise River Basin,BB_4,0.0,0.0,0.0,,0.0,0.0,0.0,,No,Time taken from snow pit time. 'No' selected by default. ,2021-01-20 00:00:00,POINT (-116.12167 43.73747),0.03541627898812294,0.039016030728816986,2021-01-20,10:00,0.0,0.0,0.0,0.0,0.0, 
141,43.73747,-116.12167,,,,,3,IDBRB4,ID,Boise River Basin,BB_4,2.5,2.8,2.5,,7.62,10.16,10.16,,Yes, ,2021-01-26 00:00:00,POINT (-116.12167 43.73747),-0.014712421223521233,-0.02223203144967556,2021-01-26,12:05,305.0,363.0,407.0,2.6,9.0,347.0
142,43.73747,-116.12167,,,,,4,IDBRB4,ID,Boise River Basin,BB_4,10.0,11.0,11.0,,15.0,14.0,15.0,,Yes,Time taken from snow pit time. Near base of snow is _____? (M.Mason doesn't know what the field sheet says). ,2021-02-04 00:00:00,POINT (-116.12167 43.73747),0.16509604454040527,,2021-02-04,10:35,150.0,128.0,137.0,10.7,15.0,141.0
143,43.73747,-116.12167,,,,,5,IDBRB4,ID,Boise River Basin,BB_4,0.0,0.0,0.0,,0.0,0.0,0.0,,No,Time taken from pit sheet time. ,2021-02-09 00:00:00,POINT (-116.12167 43.73747),-0.0218837708234787,-0.003662154544144869,2021-02-09,11:30,0.0,0.0,0.0,0.0,0.0, 
144,43.73747,-116.12167,,,,,6,IDBRB4,ID,Boise River Basin,BB_4,12.0,12.0,12.0,,38.1,31.75,38.1,,No,"Time takens from snow pit time. This sheet should be checked with observers, as the notes on the left side need further explanation: ""True depth 45, 46, 44 (same snow layer)"". ",2021-02-16 00:00:00,POINT (-116.12167 43.73747),,,2021-02-16,12:26,318.0,265.0,318.0,12.0,36.0,300.0
145,43.73747,-116.12167,,,,,7,IDBRB4,ID,Boise River Basin,BB_4,10.0,9.0,9.0,,21.0,21.0,21.0,,No,Time taken from pit sheet time. ,2021-02-23 00:00:00,POINT (-116.12167 43.73747),,,2021-02-23,10:23,210.0,233.0,233.0,9.3,21.0,226.0
146,43.73747,-116.12167,,,,,8,IDBRB4,ID,Boise River Basin,BB_4,4.0,3.5,4.0,,10.0,10.0,13.0,,Yes,Time taken from snow pit time. ,2021-03-02 00:00:00,POINT (-116.12167 43.73747),,,2021-03-02,12:00,250.0,286.0,325.0,3.8,11.0,290.0
147,43.73747,-116.12167,,,,,9,IDBRB4,ID,Boise River Basin,BB_4, , , ,, , , ,,No,Board was knocked over,2021-03-09 00:00:00,POINT (-116.12167 43.73747),-0.15181361138820648,-0.1549934446811676,2021-03-09,10:30, , , , , , 
148,43.73747,-116.12167,,,,,11,IDBRB4,ID,Boise River Basin,BB_4,3.5,3.5,3.5,,10.0,9.0,10.0,,No,Time taken from snow pit time. Wind packed. ,2021-03-23 00:00:00,POINT (-116.12167 43.73747),,,2021-03-23,13:09,286.0,257.0,286.0,3.5,10.0,286.0
149,43.76006,-116.10379,,,,,0,IDBRB5,ID,Boise River Basin,BB_5,90.0,90.0, ,,192.0,193.0, ,,Yes, ,2021-01-07 00:00:00,POINT (-116.10379 43.76006),,,2021-01-07,12:00,214.0,215.0, ,90.0,192.0,214.0
150,43.76006,-116.10379,,,,,1,IDBRB5,ID,Boise River Basin,BB_5,6.0,6.0, ,,12.0,12.0, ,,Yes, ,2021-01-16 00:00:00,POINT (-116.10379 43.76006),,,2021-01-16,12:15,200.0,200.0, ,6.0,12.0,200.0
151,43.76006,-116.10379,,,,,2,IDBRB5,ID,Boise River Basin,BB_5,3.5,4.0, ,,6.0,6.0, ,,Yes, ,2021-01-22 00:00:00,POINT (-116.10379 43.76006),,,2021-01-22,13:30,172.0,150.0, ,3.8,6.0,158.0
152,43.76006,-116.10379,,,,,3,IDBRB5,ID,Boise River Basin,BB_5,21.0,19.0,22.0,,25.0,21.0,26.5,,No, ,2021-01-29 00:00:00,POINT (-116.10379 43.76006),,,2021-01-29,14:40,119.0,111.0,121.0,20.7,24.0,116.0
153,43.76006,-116.10379,,,,,4,IDBRB5,ID,Boise River Basin,BB_5,15.5,16.5, ,,20.0,23.0, ,,No, ,2021-02-05 00:00:00,POINT (-116.10379 43.76006),,,2021-02-05,13:30,129.0,140.0, ,16.0,22.0,138.0
154,43.76006,-116.10379,,,,,7,IDBRB5,ID,Boise River Basin,BB_5,14.0,14.5, ,,25.0,25.0, ,,No, ,2021-02-23 00:00:00,POINT (-116.10379 43.76006),,,2021-02-23,12:00,179.0,173.0, ,14.2,25.0,177.0
155,43.76006,-116.10379,,,,,8,IDBRB5,ID,Boise River Basin,BB_5,18.0,17.5, ,,28.0,27.0, ,,No, ,2021-03-02 00:00:00,POINT (-116.10379 43.76006),,,2021-03-02,14:00,156.0,155.0, ,17.8,28.0,158.0
156,43.75717,-116.09092,,,,,46,IDBRB6,ID,Boise River Basin,BB_6,63.0,63.0, ,,120.5,131.0, ,,Yes, ,2020-11-18 00:00:00,POINT (-116.09092 43.75717),,,2020-11-18,10:30,192.0,208.0, ,63.0,126.0,200.0
157,43.75717,-116.09092,,,,,48,IDBRB6,ID,Boise River Basin,BB_6,2.5,3.0,3.5,,8.0,7.0,8.0,,Yes, ,2020-12-02 00:00:00,POINT (-116.09092 43.75717),,,2020-12-02,13:00,202.0,147.0,144.0,3.0,8.0,267.0
158,43.75717,-116.09092,,,,,49,IDBRB6,ID,Boise River Basin,BB_6,2.5,3.0,3.5,,8.0,7.0,8.0,,Yes, ,2020-12-09 00:00:00,POINT (-116.09092 43.75717),,,2020-12-09,12:30,202.0,147.0,144.0,3.0,8.0,267.0
159,43.75717,-116.09092,,,,,50,IDBRB6,ID,Boise River Basin,BB_6,6.0,7.0,7.0,,9.0,9.5,9.0,,No, ,2020-12-16 00:00:00,POINT (-116.09092 43.75717),,,2020-12-16,16:00,150.0,136.0,129.0,6.7,9.0,135.0
160,43.75717,-116.09092,,,,,51,IDBRB6,ID,Boise River Basin,BB_6,22.5,23.5,23.5,,77.0,87.0,90.0,,No, ,2020-12-27 00:00:00,POINT (-116.09092 43.75717),,,2020-12-27,14:20,216.0,233.0,241.0,23.2,85.0,367.0
161,43.75717,-116.09092,,,,,0,IDBRB6,ID,Boise River Basin,BB_6,56.0,56.0, ,,91.0,93.0, ,,Yes, ,2021-01-07 00:00:00,POINT (-116.09092 43.75717),,,2021-01-07,13:45,163.0,166.0, ,56.0,92.0,165.0
162,43.75717,-116.09092,,,,,1,IDBRB6,ID,Boise River Basin,BB_6,13.0,12.0,11.5,,27.5,27.0,27.0,,Yes, ,2021-01-14 00:00:00,POINT (-116.09092 43.75717),,,2021-01-14,14:15,212.0,225.0,235.0,12.2,27.0,222.0
163,43.75717,-116.09092,,,,,2,IDBRB6,ID,Boise River Basin,BB_6,7.0,7.0, ,,8.5,9.0, ,,Yes, ,2021-01-22 00:00:00,POINT (-116.09092 43.75717),,,2021-01-22,12:15,122.0,129.0, ,7.0,9.0,129.0
164,43.75717,-116.09092,,,,,3,IDBRB6,ID,Boise River Basin,BB_6,8.0,8.5,8.0,,8.0,8.5,8.5,,No, ,2021-01-27 00:00:00,POINT (-116.09092 43.75717),,,2021-01-27,14:00,100.0,100.0,106.0,8.2,8.0,98.0
165,43.75717,-116.09092,,,,,4,IDBRB6,ID,Boise River Basin,BB_6,21.0,21.0,21.0,,30.0,30.5,31.0,,Yes, ,2021-02-02 00:00:00,POINT (-116.09092 43.75717),0.1531411111354828,,2021-02-02,14:00,143.0,145.0, ,21.0,30.0,143.0
166,43.75717,-116.09092,,,,,6,IDBRB6,ID,Boise River Basin,BB_6,73.0,75.0, ,,119.0,130.0, ,,No, ,2021-02-17 00:00:00,POINT (-116.09092 43.75717),,,2021-02-17,14:15,163.0,174.0, ,74.0,124.0,168.0
167,43.75717,-116.09092,,,,,8,IDBRB6,ID,Boise River Basin,BB_6,20.0,22.0,22.0,,32.0,35.0,35.0,,Yes, ,2021-03-02 00:00:00,POINT (-116.09092 43.75717),,,2021-03-02,14:30,160.0,160.0,160.0,21.3,34.0,160.0
168,43.75717,-116.09092,,,,,9,IDBRB6,ID,Boise River Basin,BB_6,2.5,2.0,3.5,,5.5,4.5,7.0,,No, ,2021-03-09 00:00:00,POINT (-116.09092 43.75717),-0.14563283324241638,-0.15982697904109955,2021-03-09,15:30,220.0,225.0,200.0,2.7,6.0,223.0
169,43.75717,-116.09092,,,,,10,IDBRB6,ID,Boise River Basin,BB_6,0.0, , ,,0.0, , ,,No, ,2021-03-18 00:00:00,POINT (-116.09092 43.75717),,,2021-03-18,14:00, , , ,0.0,0.0, 
170,43.75717,-116.09092,,,,,11,IDBRB6,ID,Boise River Basin,BB_6,13.0,14.0,13.0,,24.0,26.5,24.0,,Yes, ,2021-03-23 00:00:00,POINT (-116.09092 43.75717),,,2021-03-23,15:15,185.0,190.0,185.0,13.3,25.0,188.0
171,43.75729,-116.09081,,,,,46,IDBRB7,ID,Boise River Basin,BB_7,63.0,63.0, ,,153.5,147.0, ,,No, ,2020-11-18 00:00:00,POINT (-116.09081 43.75729),,,2020-11-18,10:45,110.0,234.0, ,63.0,150.0,239.0
172,43.75729,-116.09081,,,,,49,IDBRB7,ID,Boise River Basin,BB_7,2.5,3.0,3.5,,8.0,7.0,8.0,,Yes, ,2020-12-09 00:00:00,POINT (-116.09081 43.75729),,,2020-12-09,13:00,320.0,233.0,229.0,3.0,8.0,267.0
173,43.75729,-116.09081,,,,,50,IDBRB7,ID,Boise River Basin,BB_7,7.0,7.5,7.5,,10.0,10.5,10.5,,No, ,2020-12-16 00:00:00,POINT (-116.09081 43.75729),,,2020-12-16,16:15,142.0,140.0,140.0,7.3,10.0,137.0
174,43.75729,-116.09081,,,,,50,IDBRB7,ID,Boise River Basin,BB_7,13.2,13.3, ,,42.0,42.0, ,,Yes, ,2020-12-18 00:00:00,POINT (-116.09081 43.75729),,,2020-12-18,13:45,200.0,199.0, ,13.2,42.0,319.0
175,43.75729,-116.09081,,,,,51,IDBRB7,ID,Boise River Basin,BB_7,23.0,23.5,22.0,,92.0,84.0,82.0,,No, ,2020-12-27 00:00:00,POINT (-116.09081 43.75729),,,2020-12-27,14:00,252.0,225.0,235.0,22.8,86.0,378.0
176,43.75729,-116.09081,,,,,0,IDBRB7,ID,Boise River Basin,BB_7,55.0,55.0, ,,84.0,85.0, ,,Yes, ,2021-01-07 00:00:00,POINT (-116.09081 43.75729),,,2021-01-07,13:30,153.0,155.0, ,55.0,84.0,153.0
177,43.75729,-116.09081,,,,,1,IDBRB7,ID,Boise River Basin,BB_7,11.5,12.0, ,,28.0,28.0, ,,Yes, ,2021-01-14 00:00:00,POINT (-116.09081 43.75729),,,2021-01-14,14:00,244.0,234.0, ,11.8,28.0,238.0
178,43.75729,-116.09081,,,,,2,IDBRB7,ID,Boise River Basin,BB_7,7.0,7.0, ,,9.5,10.0, ,,Yes, ,2021-01-22 00:00:00,POINT (-116.09081 43.75729),,,2021-01-22,12:00,136.0,143.0, ,7.0,10.0,143.0
179,43.75729,-116.09081,,,,,4,IDBRB7,ID,Boise River Basin,BB_7,4.5,4.5,5.0,,8.0,8.0,7.5,,Yes, ,2021-02-02 00:00:00,POINT (-116.09081 43.75729),,,2021-02-02,14:10,178.0,178.0,150.0,4.7,8.0,171.0
180,43.75729,-116.09081,,,,,8,IDBRB7,ID,Boise River Basin,BB_7,22.0,22.0,22.5,,35.0,37.5,36.0,,Yes, ,2021-03-02 00:00:00,POINT (-116.09081 43.75729),,,2021-03-02,14:50,160.0,171.0,160.0,22.2,36.0,163.0
181,43.75729,-116.09081,,,,,9,IDBRB7,ID,Boise River Basin,BB_7,3.5,3.0, ,,8.0,7.5, ,,No, ,2021-03-09 00:00:00,POINT (-116.09081 43.75729),-0.1462523192167282,-0.1608743518590927,2021-03-09,15:30,229.0,250.0, ,3.2,8.0,250.0
182,43.75729,-116.09081,,,,,10,IDBRB7,ID,Boise River Basin,BB_7,0.0, , ,,0.0, , ,,No, ,2021-03-18 00:00:00,POINT (-116.09081 43.75729),,,2021-03-18,14:00, , , ,0.0,0.0, 
183,43.75729,-116.09081,,,,,11,IDBRB7,ID,Boise River Basin,BB_7,14.0,15.0,14.0,,25.0,27.0,26.0,,Yes, ,2021-03-23 00:00:00,POINT (-116.09081 43.75729),,,2021-03-23,15:30,179.0,180.0,186.0,14.3,26.0,182.0
184,44.07249,-115.51688,,,,,3,IDBRL1,ID,Boise River Basin,LR_1,23.0,23.0,23.0,,16.0,17.0,17.0,,Yes, ,2021-01-27 00:00:00,POINT (-115.51688 44.07249),,,2021-01-27,8:20,70.0,74.0,74.0,23.0,17.0,74.0
185,44.07249,-115.51688,,,,,3,IDBRL1,ID,Boise River Basin,LR_1,23.0,23.0,23.0,,16.0,17.0,17.0,,Yes, ,2021-01-27 00:00:00,POINT (-115.51688 44.07249),,,2021-01-27,8:20,70.0,74.0,74.0,23.0,17.0,74.0
186,44.07249,-115.51688,,,,,4,IDBRL1,ID,Boise River Basin,LR_1,0.3,0.2, ,,2.0, , ,,Yes,melt on all LR boards due to 20210202 rain event,2021-02-04 00:00:00,POINT (-115.51688 44.07249),0.1581762731075287,0.08198951929807663,2021-02-04,8:00,666.0, , ,0.2,2.0,1000.0
187,44.07249,-115.51688,,,,,5,IDBRL1,ID,Boise River Basin,LR_1,2.0,2.0,2.0,,3.5,5.5,6.0,,Yes, ,2021-02-10 00:00:00,POINT (-115.51688 44.07249),-0.09571586549282074,-0.1275029331445694,2021-02-10,09:03,175.0,275.0,300.0,2.0,5.0,250.0
188,44.07249,-115.51688,,,,,7,IDBRL1,ID,Boise River Basin,LR_1,1.0,1.0,1.0,,0.1,0.1,0.1,,Yes,Board was checked two days prior (2/23) by avy forecaster on day of UAVSAR flight,2021-02-25 00:00:00,POINT (-115.51688 44.07249),,,2021-02-25,08:55,100.0,100.0,100.0,1.0,0.0,0.0
189,44.07249,-115.51688,,,,,8,IDBRL1,ID,Boise River Basin,LR_1,9.0,9.0,9.0,,14.5,14.5,15.0,,No, ,2021-03-03 00:00:00,POINT (-115.51688 44.07249),,,2021-03-03,8:00, , , ,9.0,15.0,167.0
190,44.07249,-115.51688,,,,,9,IDBRL1,ID,Boise River Basin,LR_1,0.0, , ,,0.0, , ,,No, ,2021-03-10 00:00:00,POINT (-115.51688 44.07249),-0.13965454697608948,-0.14029310643672943,2021-03-10,10:00, , , ,0.0,0.0, 
191,44.07249,-115.51688,,,,,10,IDBRL1,ID,Boise River Basin,LR_1,0.0, , ,,0.0, , ,,No, ,2021-03-17 00:00:00,POINT (-115.51688 44.07249),-0.11243607848882675,-0.11345933377742767,2021-03-17,10:00, , , ,0.0,0.0, 
192,44.07249,-115.51688,,,,,11,IDBRL1,ID,Boise River Basin,LR_1,0.0, , ,,0.0, , ,,Yes, ,2021-03-22 00:00:00,POINT (-115.51688 44.07249),-0.01578432135283947,0.014575825072824955,2021-03-22,8:00, , , ,0.0,0.0, 
193,44.13563,-115.31426,,,,,1,IDBRL2,ID,Boise River Basin,LR_2,76.0,78.0,75.0,,186.0, , ,,Yes,"HP should have remained of measurements in notebook for LR boards. Boards had not been checked in 2 weeks since I was in MT, so it was decided to do 1 SWE measurement and 3 depths ",2021-01-15 00:00:00,POINT (-115.31426 44.13563),,,2021-01-15,8:00,243.0, , ,76.3,186.0,244.0
194,44.13563,-115.31426,,,,,2,IDBRL2,ID,Boise River Basin,LR_2,1.5,2.0,2.0,,3.0,3.0,3.5,,Yes, ,2021-01-20 00:00:00,POINT (-115.31426 44.13563),-0.06969832628965378,-0.07100122421979904,2021-01-20,8:30,200.0,150.0,175.0,1.8,3.0,167.0
195,44.13563,-115.31426,,,,,3,IDBRL2,ID,Boise River Basin,LR_2,18.0,18.0,17.0,,16.0,17.0,17.0,,Yes, ,2021-01-27 00:00:00,POINT (-115.31426 44.13563),0.04304206743836403,0.052402738481760025,2021-01-27,8:50,89.0,94.0,100.0,17.7,17.0,97.0
196,44.13563,-115.31426,,,,,4,IDBRL2,ID,Boise River Basin,LR_2,3.0,3.0,3.0,,3.5,3.5,3.0,,Yes, ,2021-02-04 00:00:00,POINT (-115.31426 44.13563),0.2341419905424118,,2021-02-04,8:30,116.0,116.0,100.0,3.0,3.0,100.0
197,44.13563,-115.31426,,,,,5,IDBRL2,ID,Boise River Basin,LR_2,4.5,4.0,4.0,,8.0,7.0,6.5,,Yes, ,2021-02-10 00:00:00,POINT (-115.31426 44.13563),-0.09771919250488281,-0.11653038114309311,2021-02-10,09:29,177.0,175.0,163.0,4.2,7.0,167.0
198,44.13563,-115.31426,,,,,7,IDBRL2,ID,Boise River Basin,LR_2,0.5,0.5,0.5,,0.05,0.05,0.05,,No,"Could have recorded as ""trace"". The 0.5cm was very clear and even on the board, but the scale really did not register above 0mm. Board was checked two days prior (2/23) by avy forecaster on day of UAVSAR flight.",2021-02-25 00:00:00,POINT (-115.31426 44.13563),,,2021-02-25,09:18,100.0,100.0,100.0,0.5,0.0,0.0
199,44.13563,-115.31426,,,,,8,IDBRL2,ID,Boise River Basin,LR_2,13.0,13.5,14.0,,20.0,20.0,20.0,,No, ,2021-03-03 00:00:00,POINT (-115.31426 44.13563),,,2021-03-03,8:30, , , ,13.5,20.0,149.0
200,44.13563,-115.31426,,,,,9,IDBRL2,ID,Boise River Basin,LR_2,0.0, , ,,0.0, , ,,No, ,2021-03-10 00:00:00,POINT (-115.31426 44.13563),-0.14630421996116638,-0.14219063520431519,2021-03-10,10:20, , , ,0.0,0.0, 
201,44.13563,-115.31426,,,,,10,IDBRL2,ID,Boise River Basin,LR_2,0.0, , ,,0.0, , ,,No, ,2021-03-17 00:00:00,POINT (-115.31426 44.13563),-0.11604476720094681,-0.11599685996770859,2021-03-17,10:20, , , ,0.0,0.0, 
202,44.13563,-115.31426,,,,,11,IDBRL2,ID,Boise River Basin,LR_2,1.5,1.0,2.0,,6.0,6.0,6.0,,Yes, ,2021-03-22 00:00:00,POINT (-115.31426 44.13563),-0.015020373277366161,0.0014686028007417917,2021-03-22,8:30,400.0,600.0,300.0,1.5,6.0,400.0
203,44.19866,-115.24869,,,,,1,IDBRL3,ID,Boise River Basin,LR_3,73.0,74.0,73.0,,182.0, , ,,Yes, ,2021-01-15 00:00:00,POINT (-115.24869 44.19866),,,2021-01-15,8:20,249.0, , ,73.3,182.0,249.0
204,44.19866,-115.24869,,,,,2,IDBRL3,ID,Boise River Basin,LR_3,3.0,3.0,3.0,,4.0,4.0,4.0,,No, ,2021-01-20 00:00:00,POINT (-115.24869 44.19866),-0.04636495187878609,-0.05656571313738823,2021-01-20,8:50,133.0,133.0,133.0,3.0,4.0,134.0
205,44.19866,-115.24869,,,,,3,IDBRL3,ID,Boise River Basin,LR_3,11.0,11.0,12.0,,11.0,11.0,11.0,,No, ,2021-01-27 00:00:00,POINT (-115.24869 44.19866),0.014891576021909714,0.022615332156419754,2021-01-27,9:00,100.0,100.0,92.0,11.3,11.0,98.0
206,44.19866,-115.24869,,,,,4,IDBRL3,ID,Boise River Basin,LR_3,10.0,10.0,9.5,,22.0,22.0,21.5,,Yes, ,2021-02-04 00:00:00,POINT (-115.24869 44.19866),0.17866407334804535,0.20420333743095398,2021-02-04,9:00,220.0,220.0,226.0,9.8,22.0,225.0
207,44.19866,-115.24869,,,,,5,IDBRL3,ID,Boise River Basin,LR_3,6.5,6.0,6.5,,8.0,8.0,8.5,,No,"LR_3 is more shaded and right at the lip of the ridge, it did not see melt like LR_1, LR_2, and LR_4 saw. ",2021-02-10 00:00:00,POINT (-115.24869 44.19866),-0.08187251538038254,-0.1096416786313057,2021-02-10,09:58,123.0,133.0,130.0,6.3,8.0,127.0
